cds,rtype,sname,dname,cname,Enroll12,NumTstTakr,AvgScrEng,AvgScrRead,AvgScrMath,AvgScrSci,NumGE21,PctGE21
10621661034214,S,McLane High                                       ,Fresno Unified                                    ,Fresno         ,407,159,15,16,16,16,12,7.55
10621661035831,S,Roosevelt High                                    ,Fresno Unified                                    ,Fresno         ,442,113,14,15,16,16,11,9.73
10622570000000,D,                                                  ,Kingsburg Joint Union High                        ,Fresno         ,286,59,20,21,22,21,35,59.32
10622570124727,S,Kingsburg Independent Study High                  ,Kingsburg Joint Union High                        ,Fresno         ,17,0,N/A,N/A,N/A,N/A,N/A,N/A
10622571033695,S,Kingsburg High                                    ,Kingsburg Joint Union High                        ,Fresno         ,256,59,20,21,22,21,35,59.32
10622650000000,D,                                                  ,Kings Canyon Joint Unified                        ,Fresno         ,735,161,17,18,18,18,36,22.36
10622650108092,S,Orange Cove High                                  ,Kings Canyon Joint Unified                        ,Fresno         ,152,45,16,18,17,17,7,15.56
10622650116640,S,Dunlap Leadership Academy                         ,Kings Canyon Joint Unified                        ,Fresno         ,36,2,*,*,*,*,*,*
10622650126292,S,Reedley Middle College High                       ,Kings Canyon Joint Unified                        ,Fresno         ,19,18,15,17,19,17,3,16.67
10622651030378,S,Mountain View (Alternative)                       ,Kings Canyon Joint Unified                        ,Fresno         ,66,0,N/A,N/A,N/A,N/A,N/A,N/A
10622651035310,S,Reedley High                                      ,Kings Canyon Joint Unified                        ,Fresno         ,395,96,18,19,19,19,24,25.00
10622810000000,D,                                                  ,Laton Joint Unified                               ,Fresno         ,44,10,*,*,*,*,*,*
10622811033950,S,Laton High                                        ,Laton Joint Unified                               ,Fresno         ,44,10,*,*,*,*,*,*
10623640000000,D,                                                  ,Parlier Unified                                   ,Fresno         ,223,57,15,16,17,16,7,12.28
10623641034990,S,Parlier High                                      ,Parlier Unified                                   ,Fresno         ,195,57,15,16,17,16,7,12.28
10623800000000,D,                                                  ,Raisin City Elementary                            ,Fresno         ,316,0,N/A,N/A,N/A,N/A,N/A,N/A
10623800124982,S,Ambassador Phillip V. Sanchez Public Charter      ,Raisin City Elementary                            ,Fresno         ,316,0,N/A,N/A,N/A,N/A,N/A,N/A
10624140000000,D,                                                  ,Sanger Unified                                    ,Fresno         ,785,80,20,21,21,21,38,47.50
10624141030451,S,Taft High                                         ,Sanger Unified                                    ,Fresno         ,35,0,N/A,N/A,N/A,N/A,N/A,N/A
10624141030766,S,Hallmark Charter                                  ,Sanger Unified                                    ,Fresno         ,34,2,*,*,*,*,*,*
10624141036094,S,Sanger High                                       ,Sanger Unified                                    ,Fresno         ,665,78,20,21,21,21,37,47.44
10624300000000,D,                                                  ,Selma Unified                                     ,Fresno         ,452,55,21,22,21,21,33,60.00
10624301030758,S,Selma Independent                                 ,Selma Unified                                     ,Fresno         ,38,0,N/A,N/A,N/A,N/A,N/A,N/A
10624301036672,S,Selma High                                        ,Selma Unified                                     ,Fresno         ,385,55,21,22,21,21,33,60.00
10625390000000,D,                                                  ,West Park Elementary                              ,Fresno         ,78,0,N/A,N/A,N/A,N/A,N/A,N/A
10625396112387,S,West Park Charter Academy                         ,West Park Elementary                              ,Fresno         ,78,0,N/A,N/A,N/A,N/A,N/A,N/A
10625470000000,D,                                                  ,Westside Elementary                               ,Fresno         ,313,0,N/A,N/A,N/A,N/A,N/A,N/A
10625470120535,S,Crescent View South Charter                       ,Westside Elementary                               ,Fresno         ,308,0,N/A,N/A,N/A,N/A,N/A,N/A
10738090000000,D,                                                  ,Firebaugh-Las Deltas Unified                      ,Fresno         ,179,66,16,17,16,17,9,13.64
10738091030121,S,Firebaugh High                                    ,Firebaugh-Las Deltas Unified                      ,Fresno         ,170,66,16,17,16,17,9,13.64
10739650000000,D,                                                  ,Central Unified                                   ,Fresno         ,1086,81,20,22,20,20,40,49.38
10739651030386,S,Central Unified Alternative/Opportunity           ,Central Unified                                   ,Fresno         ,117,0,N/A,N/A,N/A,N/A,N/A,N/A
10739651030626,S,Central High East Campus                          ,Central Unified                                   ,Fresno         ,899,81,20,22,20,20,40,49.38
10739990000000,D,                                                  ,Kerman Unified                                    ,Fresno         ,328,55,18,19,19,20,15,27.27
10739991033430,S,Kerman High                                       ,Kerman Unified                                    ,Fresno         ,301,55,18,19,19,20,15,27.27
10751270000000,D,                                                  ,Mendota Unified                                   ,Fresno         ,204,42,16,18,18,17,9,21.43
10751271030493,S,Mendota High                                      ,Mendota Unified                                   ,Fresno         ,196,42,16,18,18,17,9,21.43
10752340000000,D,                                                  ,Golden Plains Unified                             ,Fresno         ,122,42,15,16,17,16,6,14.29
10752341037456,S,Tranquillity High                                 ,Golden Plains Unified                             ,Fresno         ,115,42,15,16,17,16,6,14.29
