Year,Rtype,Sname,Dname,Cname,Enroll12,NumTstTakr,AvgScrEng,AvgScrRead,AvgScrMath,AvgScrSci,NumGE21,PctGE21
2018,S,Skyline High,Oakland Unified,Alameda,404,63,20.0,22.0,21.0,20.0,30,47.62
2018,S,Oakland School for the Arts,Oakland Unified,Alameda,103,33,25.0,26.0,21.0,23.0,23,69.7
2018,S,Madison Park Academy 6-12,Oakland Unified,Alameda,76,17,15.0,19.0,18.0,18.0,3,17.65
2018,D,,Piedmont City Unified,Alameda,209,91,30.0,30.0,27.0,28.0,86,94.51
2018,S,Piedmont High,Piedmont City Unified,Alameda,188,85,31.0,30.0,28.0,29.0,83,97.65
2018,D,,San Leandro Unified,Alameda,785,101,20.0,21.0,20.0,21.0,46,45.54
2018,S,San Leandro High,San Leandro Unified,Alameda,681,100,20.0,21.0,20.0,21.0,46,46.0
2018,D,,San Lorenzo Unified,Alameda,1023,175,21.0,21.0,21.0,21.0,82,46.86
2018,S,KIPP King Collegiate High,San Lorenzo Unified,Alameda,114,82,21.0,21.0,20.0,21.0,34,41.46
2018,S,Arroyo High,San Lorenzo Unified,Alameda,430,38,24.0,25.0,25.0,25.0,30,78.95
2018,S,San Lorenzo High,San Lorenzo Unified,Alameda,333,53,18.0,19.0,19.0,19.0,16,30.19
2018,D,,Dublin Unified,Alameda,582,209,26.0,26.0,26.0,25.0,175,83.73
2018,S,Dublin High,Dublin Unified,Alameda,549,209,26.0,26.0,26.0,25.0,175,83.73
2018,D,,Pleasanton Unified,Alameda,1259,556,28.0,28.0,28.0,27.0,513,92.27
2018,S,Foothill High,Pleasanton Unified,Alameda,517,246,29.0,28.0,28.0,27.0,231,93.9
2018,S,Amador Valley High,Pleasanton Unified,Alameda,649,310,28.0,28.0,28.0,27.0,282,90.97
2018,C,,,Amador,349,56,23.0,25.0,23.0,23.0,39,69.64
2018,D,,Amador County Unified,Amador,322,56,23.0,25.0,23.0,23.0,39,69.64
2018,S,Amador High,Amador County Unified,Amador,155,17,26.0,27.0,25.0,25.0,13,76.47
2018,S,Argonaut High,Amador County Unified,Amador,124,38,22.0,24.0,22.0,23.0,26,68.42
2018,C,,,Butte,2408,233,23.0,24.0,23.0,23.0,156,66.95
2018,D,,Chico Unified,Butte,1113,140,24.0,24.0,24.0,23.0,102,72.86
2018,S,Chico High,Chico Unified,Butte,463,56,23.0,24.0,24.0,23.0,39,69.64
2018,S,Pleasant Valley High,Chico Unified,Butte,441,83,24.0,25.0,24.0,23.0,62,74.7
2018,D,,Oroville Union High,Butte,517,28,19.0,20.0,21.0,20.0,12,42.86
2018,S,Oroville High,Oroville Union High,Butte,193,19,18.0,18.0,20.0,19.0,7,36.84
2018,D,,Paradise Unified,Butte,303,22,22.0,25.0,23.0,24.0,15,68.18
2018,S,Paradise Senior High,Paradise Unified,Butte,218,21,22.0,26.0,23.0,24.0,15,71.43
2018,D,,Gridley Unified,Butte,143,30,22.0,23.0,24.0,22.0,18,60.0
2018,S,Gridley High,Gridley Unified,Butte,124,30,22.0,23.0,24.0,22.0,18,60.0
2018,C,,,Calaveras,445,57,24.0,25.0,23.0,23.0,45,78.95
2018,D,,Bret Harte Union High,Calaveras,163,19,26.0,27.0,24.0,24.0,17,89.47
2018,S,Bret Harte Union High,Bret Harte Union High,Calaveras,142,19,26.0,27.0,24.0,24.0,17,89.47
2018,D,,Calaveras Unified,Calaveras,230,36,22.0,24.0,22.0,23.0,27,75.0
2018,S,Calaveras High,Calaveras Unified,Calaveras,203,36,22.0,24.0,22.0,23.0,27,75.0
2018,C,,,Colusa,345,69,18.0,19.0,19.0,19.0,25,36.23
2018,D,,Colusa Unified,Colusa,109,20,19.0,20.0,22.0,21.0,11,55.0
2018,S,Colusa High,Colusa Unified,Colusa,83,20,19.0,20.0,22.0,21.0,11,55.0
2018,D,,Pierce Joint Unified,Colusa,107,16,20.0,20.0,20.0,20.0,6,37.5
2018,S,Pierce High,Pierce Joint Unified,Colusa,102,16,20.0,20.0,20.0,20.0,6,37.5
2018,D,,Williams Unified,Colusa,98,31,15.0,17.0,17.0,17.0,7,22.58
2018,S,Williams Junior/Senior High,Williams Unified,Colusa,90,31,15.0,17.0,17.0,17.0,7,22.58
2018,C,,,Contra Costa,14304,3978,25.0,25.0,24.0,24.0,2882,72.45
2018,D,,Contra Costa County Office of Education,Contra Costa,611,236,21.0,22.0,21.0,21.0,128,54.24
2018,S,Making Waves Academy,Contra Costa County Office of Education,Contra Costa,71,70,16.0,16.0,17.0,17.0,13,18.57
2018,S,Clayton Valley Charter High,Contra Costa County Office of Education,Contra Costa,446,166,23.0,25.0,23.0,23.0,115,69.28
2018,D,,Acalanes Union High,Contra Costa,1426,768,29.0,29.0,27.0,27.0,718,93.49
2018,S,Acalanes High,Acalanes Union High,Contra Costa,371,193,28.0,28.0,27.0,27.0,184,95.34
2018,S,Campolindo High,Acalanes Union High,Contra Costa,317,216,30.0,29.0,28.0,28.0,202,93.52
2018,S,Las Lomas High,Acalanes Union High,Contra Costa,381,170,26.0,26.0,26.0,25.0,149,87.65
2018,S,Miramonte High,Acalanes Union High,Contra Costa,338,188,30.0,30.0,28.0,28.0,182,96.81
2018,D,,Antioch Unified,Contra Costa,1507,169,20.0,22.0,20.0,21.0,83,49.11
2018,S,Dozier-Libbey Medical High,Antioch Unified,Contra Costa,135,39,21.0,23.0,20.0,21.0,20,51.28
2018,S,Deer Valley High,Antioch Unified,Contra Costa,618,82,22.0,23.0,22.0,22.0,49,59.76
2018,S,Antioch High,Antioch Unified,Contra Costa,351,46,18.0,20.0,18.0,19.0,14,30.43
2018,D,,John Swett Unified,Contra Costa,145,18,20.0,21.0,21.0,19.0,10,55.56
2018,S,John Swett High,John Swett Unified,Contra Costa,129,18,20.0,21.0,21.0,19.0,10,55.56
2018,D,,Liberty Union High,Contra Costa,2117,342,21.0,23.0,21.0,22.0,198,57.89
2018,S,Heritage High,Liberty Union High,Contra Costa,614,135,23.0,24.0,22.0,23.0,99,73.33
2018,S,Freedom High,Liberty Union High,Contra Costa,596,97,20.0,22.0,19.0,20.0,42,43.3
2018,S,Liberty High,Liberty Union High,Contra Costa,606,109,21.0,22.0,21.0,22.0,56,51.38
2018,D,,Martinez Unified,Contra Costa,321,42,23.0,24.0,23.0,24.0,29,69.05
2018,S,Alhambra Senior High,Martinez Unified,Contra Costa,264,42,23.0,24.0,23.0,24.0,29,69.05
2018,D,,Mt. Diablo Unified,Contra Costa,2263,449,24.0,25.0,24.0,23.0,337,75.06
2018,S,Northgate High,Mt. Diablo Unified,Contra Costa,413,225,26.0,26.0,25.0,25.0,193,85.78
2018,S,College Park High,Mt. Diablo Unified,Contra Costa,479,138,24.0,25.0,24.0,23.0,106,76.81
2018,S,Concord High,Mt. Diablo Unified,Contra Costa,383,58,21.0,22.0,21.0,21.0,30,51.72
2018,S,Mt. Diablo High,Mt. Diablo Unified,Contra Costa,303,15,16.0,19.0,18.0,17.0,2,13.33
2018,D,,Pittsburg Unified,Contra Costa,856,129,18.0,20.0,19.0,20.0,47,36.43
2018,S,Pittsburg Senior High,Pittsburg Unified,Contra Costa,709,129,18.0,20.0,19.0,20.0,47,36.43
2018,D,,West Contra Costa Unified,Contra Costa,2381,529,18.0,19.0,19.0,18.0,156,29.49
2018,S,Leadership Public Schools: Richmond,West Contra Costa Unified,Contra Costa,125,120,15.0,16.0,17.0,16.0,14,11.67
2018,S,Aspire Richmond Ca. College Preparatory Academy,West Contra Costa Unified,Contra Costa,52,74,15.0,16.0,16.0,17.0,10,13.51
2018,S,Hercules High,West Contra Costa Unified,Contra Costa,240,46,23.0,24.0,22.0,22.0,32,69.57
2018,S,De Anza High,West Contra Costa Unified,Contra Costa,336,54,17.0,18.0,18.0,18.0,13,24.07
2018,S,El Cerrito High,West Contra Costa Unified,Contra Costa,370,77,23.0,24.0,23.0,23.0,48,62.34
2018,S,John F. Kennedy High,West Contra Costa Unified,Contra Costa,232,16,16.0,16.0,16.0,17.0,0,0.0
2018,S,Pinole Valley High,West Contra Costa Unified,Contra Costa,277,57,19.0,20.0,20.0,19.0,27,47.37
2018,S,Richmond High,West Contra Costa Unified,Contra Costa,356,70,16.0,17.0,17.0,17.0,5,7.14
2018,D,,San Ramon Valley Unified,Contra Costa,2601,1296,28.0,28.0,27.0,27.0,1176,90.74
2018,S,Dougherty Valley High,San Ramon Valley Unified,Contra Costa,780,366,31.0,30.0,30.0,29.0,350,95.63
2018,S,California High,San Ramon Valley Unified,Contra Costa,644,266,27.0,27.0,27.0,26.0,236,88.72
2018,S,Monte Vista High,San Ramon Valley Unified,Contra Costa,556,317,28.0,27.0,26.0,26.0,278,87.7
2018,S,San Ramon Valley High,San Ramon Valley Unified,Contra Costa,515,339,27.0,27.0,26.0,26.0,305,89.97
2018,C,,,El Dorado,2167,572,24.0,25.0,24.0,24.0,445,77.8
2018,D,,El Dorado Union High,El Dorado,1630,500,24.0,25.0,25.0,24.0,393,78.6
2018,S,Oak Ridge High,El Dorado Union High,El Dorado,578,230,26.0,26.0,27.0,25.0,202,87.83
2018,S,Union Mine High,El Dorado Union High,El Dorado,239,66,23.0,23.0,23.0,23.0,48,72.73
2018,S,El Dorado High,El Dorado Union High,El Dorado,302,77,22.0,24.0,22.0,23.0,54,70.13
2018,S,Ponderosa High,El Dorado Union High,El Dorado,420,126,22.0,24.0,24.0,24.0,89,70.63
2018,D,,Lake Tahoe Unified,El Dorado,262,61,23.0,24.0,22.0,23.0,41,67.21
2018,S,South Tahoe High,Lake Tahoe Unified,El Dorado,214,61,23.0,24.0,22.0,23.0,41,67.21
2018,C,,,Fresno,14254,2168,20.0,21.0,20.0,20.0,964,44.46
2018,D,,Clovis Unified,Fresno,3428,613,24.0,24.0,24.0,23.0,459,74.88
2018,S,Clovis North High,Clovis Unified,Fresno,590,144,26.0,26.0,27.0,26.0,130,90.28
2018,S,Clovis West High,Clovis Unified,Fresno,502,101,24.0,24.0,24.0,23.0,77,76.24
2018,S,Buchanan High,Clovis Unified,Fresno,671,156,24.0,25.0,24.0,24.0,118,75.64
2018,S,Clovis East High,Clovis Unified,Fresno,561,80,21.0,22.0,21.0,21.0,46,57.5
2018,S,Clovis High,Clovis Unified,Fresno,811,128,22.0,23.0,22.0,22.0,84,65.63
2018,D,,Fresno Unified,Fresno,4647,783,19.0,20.0,19.0,19.0,262,33.46
2018,S,Design Science Middle College High,Fresno Unified,Fresno,58,57,20.0,20.0,21.0,20.0,23,40.35
2018,S,University High,Fresno Unified,Fresno,112,78,27.0,28.0,25.0,25.0,69,88.46
2018,S,Bullard High,Fresno Unified,Fresno,597,47,22.0,23.0,22.0,22.0,29,61.7
2018,S,Sunnyside High,Fresno Unified,Fresno,588,128,17.0,18.0,18.0,18.0,23,17.97
2018,S,Edison High,Fresno Unified,Fresno,554,116,21.0,22.0,21.0,21.0,65,56.03
2018,S,Fresno High,Fresno Unified,Fresno,478,228,16.0,17.0,17.0,17.0,37,16.23
2018,S,Herbert Hoover High,Fresno Unified,Fresno,390,38,16.0,17.0,18.0,18.0,8,21.05
2018,S,McLane High,Fresno Unified,Fresno,338,61,14.0,16.0,16.0,16.0,4,6.56
2018,S,Roosevelt High,Fresno Unified,Fresno,470,26,15.0,16.0,17.0,16.0,3,11.54
2018,D,,Kingsburg Joint Union High,Fresno,315,74,20.0,21.0,21.0,21.0,40,54.05
2018,S,Kingsburg High,Kingsburg Joint Union High,Fresno,280,74,20.0,21.0,21.0,21.0,40,54.05
2018,D,,Kings Canyon Joint Unified,Fresno,679,157,17.0,19.0,18.0,19.0,45,28.66
2018,S,Orange Cove High,Kings Canyon Joint Unified,Fresno,155,44,17.0,17.0,17.0,18.0,6,13.64
2018,S,Reedley Middle College High,Kings Canyon Joint Unified,Fresno,32,20,16.0,19.0,18.0,18.0,6,30.0
2018,S,Reedley High,Kings Canyon Joint Unified,Fresno,375,93,18.0,20.0,19.0,19.0,33,35.48
2018,D,,Parlier Unified,Fresno,212,18,15.0,17.0,17.0,17.0,2,11.11
2018,S,Parlier High,Parlier Unified,Fresno,191,18,15.0,17.0,17.0,17.0,2,11.11
2018,D,,Sanger Unified,Fresno,808,38,21.0,22.0,21.0,22.0,22,57.89
2018,S,Sanger High,Sanger Unified,Fresno,695,35,21.0,22.0,21.0,22.0,20,57.14
2018,D,,Selma Unified,Fresno,477,24,19.0,20.0,21.0,20.0,11,45.83
2018,S,Selma High,Selma Unified,Fresno,386,24,19.0,20.0,21.0,20.0,11,45.83
2018,D,,Firebaugh-Las Deltas Unified,Fresno,169,54,16.0,18.0,16.0,16.0,9,16.67
2018,S,Firebaugh High,Firebaugh-Las Deltas Unified,Fresno,164,54,16.0,18.0,16.0,16.0,9,16.67
2018,D,,Central Unified,Fresno,1036,58,19.0,22.0,20.0,20.0,26,44.83
2018,S,Central High East Campus,Central Unified,Fresno,864,58,19.0,22.0,20.0,20.0,26,44.83
2018,D,,Kerman Unified,Fresno,368,42,20.0,21.0,19.0,21.0,20,47.62
2018,S,Kerman High,Kerman Unified,Fresno,342,42,20.0,21.0,19.0,21.0,20,47.62
2018,D,,Mendota Unified,Fresno,222,64,16.0,17.0,17.0,17.0,9,14.06
2018,S,Mendota High,Mendota Unified,Fresno,219,64,16.0,17.0,17.0,17.0,9,14.06
2018,D,,Golden Plains Unified,Fresno,91,40,15.0,16.0,17.0,15.0,6,15.0
2018,S,Tranquillity High,Golden Plains Unified,Fresno,91,40,15.0,16.0,17.0,15.0,6,15.0
2018,D,,Riverdale Joint Unified,Fresno,159,48,17.0,18.0,18.0,19.0,10,20.83
2018,S,Riverdale High,Riverdale Joint Unified,Fresno,151,48,17.0,18.0,18.0,19.0,10,20.83
2018,D,,Washington Unified,Fresno,347,95,16.0,17.0,17.0,17.0,11,11.58
2018,S,Washington High,Washington Unified,Fresno,207,95,16.0,17.0,17.0,17.0,11,11.58
2018,C,,,Glenn,421,65,19.0,21.0,20.0,21.0,26,40.0
2018,D,,Orland Joint Unified,Glenn,161,33,18.0,21.0,20.0,21.0,13,39.39
2018,S,Orland High,Orland Joint Unified,Glenn,151,33,18.0,21.0,20.0,21.0,13,39.39
2018,D,,Hamilton Unified,Glenn,70,17,20.0,21.0,20.0,20.0,7,41.18
2018,S,Hamilton High,Hamilton Unified,Glenn,65,17,20.0,21.0,20.0,20.0,7,41.18
2018,C,,,Humboldt,1289,142,24.0,25.0,24.0,24.0,106,74.65
2018,D,,Northern Humboldt Union High,Humboldt,414,72,26.0,26.0,25.0,24.0,60,83.33
2018,S,Arcata High,Northern Humboldt Union High,Humboldt,186,40,26.0,27.0,26.0,25.0,33,82.5
2018,S,McKinleyville High,Northern Humboldt Union High,Humboldt,141,18,26.0,27.0,24.0,23.0,15,83.33
2018,D,,Fortuna Union High,Humboldt,242,25,23.0,23.0,22.0,23.0,18,72.0
2018,S,Fortuna Union High,Fortuna Union High,Humboldt,166,19,23.0,24.0,22.0,24.0,15,78.95
2018,D,,Eureka City Schools,Humboldt,300,28,19.0,21.0,22.0,22.0,15,53.57
2018,S,Eureka Senior High,Eureka City Schools,Humboldt,220,28,19.0,21.0,22.0,22.0,15,53.57
2018,C,,,Imperial,2819,479,19.0,21.0,20.0,20.0,216,45.09
2018,D,,Brawley Union High,Imperial,450,96,19.0,21.0,20.0,20.0,39,40.63
2018,S,Brawley Union High,Brawley Union High,Imperial,361,96,19.0,21.0,20.0,20.0,39,40.63
2018,D,,Calexico Unified,Imperial,740,92,19.0,20.0,21.0,19.0,39,42.39
2018,S,Calexico High,Calexico Unified,Imperial,682,92,19.0,20.0,21.0,19.0,39,42.39
2018,D,,Calipatria Unified,Imperial,95,20,23.0,25.0,21.0,22.0,11,55.0
2018,S,Calipatria High,Calipatria Unified,Imperial,95,20,23.0,25.0,21.0,22.0,11,55.0
2018,D,,Central Union High,Imperial,924,191,19.0,21.0,20.0,20.0,90,47.12
2018,S,Southwest High,Central Union High,Imperial,482,117,19.0,21.0,21.0,20.0,54,46.15
2018,S,Central Union High,Central Union High,Imperial,413,74,20.0,21.0,20.0,20.0,36,48.65
2018,D,,Holtville Unified,Imperial,138,22,20.0,20.0,20.0,20.0,11,50.0
2018,S,Holtville High,Holtville Unified,Imperial,120,21,20.0,21.0,20.0,20.0,11,52.38
2018,D,,Imperial Unified,Imperial,262,48,20.0,21.0,20.0,20.0,25,52.08
2018,S,Imperial High,Imperial Unified,Imperial,255,48,20.0,21.0,20.0,20.0,25,52.08
2018,C,,,Inyo,1116,32,23.0,24.0,23.0,23.0,23,71.88
2018,D,,Bishop Unified,Inyo,154,31,23.0,24.0,23.0,23.0,23,74.19
2018,S,Bishop Union High,Bishop Unified,Inyo,122,31,23.0,24.0,23.0,23.0,23,74.19
2018,C,,,Kern,14028,1248,20.0,21.0,20.0,20.0,573,45.91
2018,D,,Kern County Office of Education,Kern,530,96,17.0,18.0,18.0,18.0,17,17.71
2018,S,Wonderful College Prep Academy,Kern County Office of Education,Kern,99,92,17.0,18.0,18.0,18.0,15,16.3
2018,D,,Delano Joint Union High,Kern,1014,108,20.0,21.0,21.0,20.0,52,48.15
2018,S,Cesar E. Chavez High,Delano Joint Union High,Kern,347,32,19.0,19.0,21.0,20.0,14,43.75
2018,S,Robert F. Kennedy High,Delano Joint Union High,Kern,277,20,23.0,22.0,22.0,21.0,13,65.0
2018,S,Delano High,Delano Joint Union High,Kern,323,56,19.0,21.0,20.0,19.0,25,44.64
2018,D,,Kern High,Kern,9852,826,21.0,22.0,21.0,21.0,415,50.24
2018,S,Frontier High,Kern High,Kern,592,83,23.0,24.0,24.0,23.0,63,75.9
2018,S,Independence High,Kern High,Kern,531,41,22.0,23.0,21.0,21.0,22,53.66
2018,S,Mira Monte High,Kern High,Kern,522,36,17.0,19.0,17.0,18.0,7,19.44
2018,S,Arvin High,Kern High,Kern,571,88,18.0,20.0,18.0,19.0,26,29.55
2018,S,Stockdale High,Kern High,Kern,542,99,25.0,25.0,24.0,23.0,73,73.74
2018,S,Centennial High,Kern High,Kern,519,56,22.0,23.0,24.0,23.0,43,76.79
2018,S,Ridgeview High,Kern High,Kern,593,69,19.0,21.0,20.0,20.0,31,44.93
2018,S,Liberty High,Kern High,Kern,516,64,22.0,23.0,23.0,22.0,42,65.63
2018,S,Bakersfield High,Kern High,Kern,643,30,22.0,22.0,22.0,21.0,17,56.67
2018,S,East Bakersfield High,Kern High,Kern,565,35,17.0,20.0,18.0,18.0,7,20.0
2018,S,Foothill High,Kern High,Kern,449,20,19.0,20.0,21.0,21.0,10,50.0
2018,S,Highland High,Kern High,Kern,481,28,21.0,20.0,21.0,21.0,14,50.0
2018,S,Kern Valley High,Kern High,Kern,93,25,23.0,25.0,23.0,23.0,20,80.0
2018,S,North High,Kern High,Kern,359,25,16.0,18.0,18.0,19.0,6,24.0
2018,S,Shafter High,Kern High,Kern,346,30,17.0,19.0,19.0,19.0,6,20.0
2018,S,South High,Kern High,Kern,497,58,17.0,19.0,19.0,18.0,13,22.41
2018,S,West High,Kern High,Kern,499,31,20.0,22.0,20.0,20.0,12,38.71
2018,D,,Mojave Unified,Kern,173,48,13.0,15.0,15.0,16.0,3,6.25
2018,D,,Muroc Joint Unified,Kern,111,16,23.0,23.0,22.0,23.0,13,81.25
2018,D,,Taft Union High,Kern,250,26,20.0,20.0,20.0,20.0,14,53.85
2018,S,Taft Union High,Taft Union High,Kern,223,26,20.0,20.0,20.0,20.0,14,53.85
2018,D,,Wasco Union High,Kern,449,69,18.0,20.0,20.0,20.0,28,40.58
2018,S,Wasco High,Wasco Union High,Kern,389,69,18.0,20.0,20.0,20.0,28,40.58
2018,D,,McFarland Unified,Kern,226,31,17.0,19.0,18.0,19.0,8,25.81
2018,S,McFarland High,McFarland Unified,Kern,209,31,17.0,19.0,18.0,19.0,8,25.81
2018,C,,,Kings,1888,249,18.0,19.0,18.0,19.0,82,32.93
2018,D,,Corcoran Joint Unified,Kings,190,48,16.0,17.0,17.0,17.0,9,18.75
2018,S,Corcoran High,Corcoran Joint Unified,Kings,170,48,16.0,17.0,17.0,17.0,9,18.75
2018,D,,Hanford Joint Union High,Kings,853,45,19.0,20.0,20.0,20.0,20,44.44
2018,S,Hanford High,Hanford Joint Union High,Kings,308,24,19.0,19.0,19.0,21.0,11,45.83
2018,D,,Lemoore Union High,Kings,516,89,19.0,21.0,19.0,19.0,41,46.07
2018,S,Lemoore High,Lemoore Union High,Kings,416,83,19.0,21.0,19.0,19.0,37,44.58
2018,D,,Reef-Sunset Unified,Kings,173,65,16.0,16.0,17.0,17.0,12,18.46
2018,S,Avenal High,Reef-Sunset Unified,Kings,155,65,16.0,16.0,17.0,17.0,12,18.46
2018,C,,,Lake,683,104,19.0,20.0,19.0,19.0,41,39.42
2018,D,,Kelseyville Unified,Lake,134,57,19.0,21.0,19.0,20.0,25,43.86
2018,S,Kelseyville High,Kelseyville Unified,Lake,126,57,19.0,21.0,19.0,20.0,25,43.86
2018,D,,Konocti Unified,Lake,216,19,17.0,20.0,18.0,17.0,6,31.58
2018,S,Lower Lake High,Konocti Unified,Lake,140,17,17.0,19.0,17.0,17.0,5,29.41
2018,D,,Upper Lake Unified,Lake,73,19,19.0,19.0,18.0,18.0,4,21.05
2018,S,Upper Lake High,Upper Lake Unified,Lake,66,19,19.0,19.0,18.0,18.0,4,21.05
2018,C,,,Lassen,276,29,21.0,23.0,22.0,23.0,19,65.52
2018,D,,Lassen Union High,Lassen,189,27,21.0,22.0,22.0,22.0,17,62.96
2018,S,Lassen High,Lassen Union High,Lassen,187,27,21.0,22.0,22.0,22.0,17,62.96
2018,C,,,Los Angeles,116783,26089,20.0,21.0,21.0,20.0,11988,45.95
2018,D,,Los Angeles County Office of Education,Los Angeles,1416,263,19.0,19.0,19.0,19.0,88,33.46
2018,S,Aspire Ollin University Preparatory Academy,Los Angeles County Office of Education,Los Angeles,147,155,15.0,16.0,17.0,16.0,19,12.26
2018,S,L.A. County High School for the Arts,Los Angeles County Office of Education,Los Angeles,135,56,26.0,26.0,22.0,23.0,37,66.07
2018,S,International Polytechnic High,Los Angeles County Office of Education,Los Angeles,141,36,25.0,24.0,22.0,23.0,26,72.22
2018,D,,ABC Unified,Los Angeles,1810,295,26.0,26.0,26.0,25.0,235,79.66
2018,S,Cerritos High,ABC Unified,Los Angeles,536,126,26.0,26.0,27.0,25.0,108,85.71
2018,S,Artesia High,ABC Unified,Los Angeles,348,29,21.0,21.0,23.0,20.0,15,51.72
2018,S,Whitney (Gretchen) High,ABC Unified,Los Angeles,164,87,31.0,30.0,30.0,28.0,85,97.7
2018,S,Gahr (Richard) High,ABC Unified,Los Angeles,498,53,21.0,22.0,21.0,20.0,27,50.94
2018,D,,Antelope Valley Union High,Los Angeles,5667,618,19.0,20.0,19.0,20.0,247,39.97
2018,S,William J. (Pete) Knight High,Antelope Valley Union High,Los Angeles,689,103,18.0,19.0,18.0,19.0,33,32.04
2018,S,Eastside High,Antelope Valley Union High,Los Angeles,557,83,17.0,19.0,17.0,18.0,19,22.89
2018,S,SOAR High (Students On Academic Rise),Antelope Valley Union High,Los Angeles,99,64,22.0,23.0,22.0,22.0,40,62.5
2018,S,Antelope Valley High,Antelope Valley Union High,Los Angeles,407,54,17.0,18.0,18.0,18.0,11,20.37
2018,S,Palmdale High,Antelope Valley Union High,Los Angeles,651,25,17.0,18.0,17.0,18.0,5,20.0
2018,S,Quartz Hill High,Antelope Valley Union High,Los Angeles,747,67,24.0,24.0,22.0,22.0,46,68.66
2018,S,Highland High,Antelope Valley Union High,Los Angeles,689,84,21.0,22.0,21.0,20.0,44,52.38
2018,S,Littlerock High,Antelope Valley Union High,Los Angeles,322,65,18.0,20.0,18.0,19.0,21,32.31
2018,S,Lancaster High,Antelope Valley Union High,Los Angeles,582,73,19.0,20.0,19.0,20.0,28,38.36
2018,D,,Arcadia Unified,Los Angeles,892,240,29.0,29.0,29.0,27.0,223,92.92
2018,S,Arcadia High,Arcadia Unified,Los Angeles,869,239,29.0,29.0,29.0,27.0,222,92.89
2018,D,,Azusa Unified,Los Angeles,683,46,18.0,21.0,20.0,20.0,17,36.96
2018,S,Azusa High,Azusa Unified,Los Angeles,286,19,17.0,19.0,19.0,17.0,4,21.05
2018,S,Gladstone High,Azusa Unified,Los Angeles,297,27,20.0,22.0,21.0,21.0,13,48.15
2018,D,,Baldwin Park Unified,Los Angeles,1923,221,19.0,21.0,20.0,20.0,99,44.8
2018,S,Baldwin Park High,Baldwin Park Unified,Los Angeles,418,90,19.0,21.0,20.0,20.0,44,48.89
2018,S,Sierra Vista High,Baldwin Park Unified,Los Angeles,443,131,19.0,21.0,21.0,20.0,55,41.98
2018,D,,Bassett Unified,Los Angeles,302,18,17.0,21.0,20.0,20.0,8,44.44
2018,S,Bassett Senior High,Bassett Unified,Los Angeles,272,18,17.0,21.0,20.0,20.0,8,44.44
2018,D,,Bellflower Unified,Los Angeles,930,32,20.0,21.0,20.0,20.0,13,40.63
2018,S,Mayfair High,Bellflower Unified,Los Angeles,413,28,19.0,22.0,20.0,20.0,11,39.29
2018,D,,Beverly Hills Unified,Los Angeles,399,83,27.0,26.0,26.0,25.0,74,89.16
2018,S,Beverly Hills High,Beverly Hills Unified,Los Angeles,381,83,27.0,26.0,26.0,25.0,74,89.16
2018,D,,Bonita Unified,Los Angeles,842,198,22.0,23.0,22.0,22.0,133,67.17
2018,S,Bonita High,Bonita Unified,Los Angeles,455,135,22.0,23.0,22.0,23.0,89,65.93
2018,S,San Dimas High,Bonita Unified,Los Angeles,344,63,22.0,24.0,22.0,22.0,44,69.84
2018,D,,Burbank Unified,Los Angeles,1361,210,25.0,25.0,24.0,24.0,167,79.52
2018,S,Burbank High,Burbank Unified,Los Angeles,588,109,25.0,26.0,25.0,25.0,95,87.16
2018,S,Burroughs High,Burbank Unified,Los Angeles,629,98,24.0,25.0,23.0,23.0,69,70.41
2018,D,,Centinela Valley Union High,Los Angeles,1866,323,17.0,18.0,18.0,18.0,72,22.29
2018,S,Hawthorne High,Centinela Valley Union High,Los Angeles,485,151,17.0,18.0,17.0,17.0,29,19.21
2018,S,Lawndale High,Centinela Valley Union High,Los Angeles,547,59,19.0,20.0,19.0,19.0,20,33.9
2018,S,Leuzinger High,Centinela Valley Union High,Los Angeles,457,113,16.0,19.0,18.0,18.0,23,20.35
2018,D,,Charter Oak Unified,Los Angeles,443,75,23.0,23.0,23.0,22.0,54,72.0
2018,S,Charter Oak High,Charter Oak Unified,Los Angeles,384,75,23.0,23.0,23.0,22.0,54,72.0
2018,D,,Claremont Unified,Los Angeles,665,206,26.0,26.0,25.0,25.0,164,79.61
2018,S,Claremont High,Claremont Unified,Los Angeles,634,206,26.0,26.0,25.0,25.0,164,79.61
2018,D,,Covina-Valley Unified,Los Angeles,1185,126,19.0,20.0,20.0,19.0,42,33.33
2018,S,Covina High,Covina-Valley Unified,Los Angeles,328,16,19.0,21.0,21.0,20.0,5,31.25
2018,S,Northview High,Covina-Valley Unified,Los Angeles,345,90,17.0,19.0,19.0,18.0,24,26.67
2018,S,South Hills High,Covina-Valley Unified,Los Angeles,418,20,24.0,24.0,24.0,23.0,13,65.0
2018,D,,Culver City Unified,Los Angeles,520,165,24.0,25.0,23.0,23.0,115,69.7
2018,S,Culver City High,Culver City Unified,Los Angeles,484,165,24.0,25.0,23.0,23.0,115,69.7
2018,D,,Downey Unified,Los Angeles,2036,291,20.0,21.0,21.0,21.0,139,47.77
2018,S,Downey High,Downey Unified,Los Angeles,935,164,21.0,22.0,22.0,22.0,85,51.83
2018,S,Warren High,Downey Unified,Los Angeles,924,127,20.0,20.0,20.0,20.0,54,42.52
2018,D,,Duarte Unified,Los Angeles,309,22,23.0,24.0,21.0,21.0,12,54.55
